Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C)
-123.26,49.33,POINT ATKINSON,2022-03-20,2022,3,20,6.9,4.7,5.8,12.2
-123.26,49.33,POINT ATKINSON,2022-03-21,2022,3,21,8.2,5,6.6,11.4
-123.26,49.33,POINT ATKINSON,2022-03-22,2022,3,22,10.4,6.6,8.5,9.5
-123.26,49.33,POINT ATKINSON,2022-03-23,2022,3,23,12.5,6.8,9.6,8.4
-123.26,49.33,POINT ATKINSON,2022-03-24,2022,3,24,10.1,3.6,6.8,11.2
-123.26,49.33,POINT ATKINSON,2022-03-25,2022,3,25,12.1,5.9,9,9
-123.26,49.33,POINT ATKINSON,2022-03-26,2022,3,26,10.7,6.9,8.8,9.2
-123.26,49.33,POINT ATKINSON,2022-03-27,2022,3,27,11.7,7.6,9.7,8.3
-123.26,49.33,POINT ATKINSON,2022-03-28,2022,3,28,11.4,7.9,9.6,8.4
-123.26,49.33,POINT ATKINSON,2022-03-29,2022,3,29,13.1,6.9,10,8
-123.26,49.33,POINT ATKINSON,2022-03-30,2022,3,30,12,7,9.5,8.5
-123.26,49.33,POINT ATKINSON,2022-03-31,2022,3,31,10.4,6.1,8.3,9.7
-123.26,49.33,POINT ATKINSON,2022-04-01,2022,4,1,8.8,6.5,7.7,10.3
-123.26,49.33,POINT ATKINSON,2022-04-02,2022,4,2,11.1,6.4,8.7,9.3
-123.26,49.33,POINT ATKINSON,2022-04-03,2022,4,3,8.9,5.8,7.4,10.6
-123.26,49.33,POINT ATKINSON,2022-04-04,2022,4,4,9.2,6.4,7.8,10.2
-123.26,49.33,POINT ATKINSON,2022-04-05,2022,4,5,10.4,5.6,8,10
-123.26,49.33,POINT ATKINSON,2022-04-06,2022,4,6,10.8,3.7,7.3,10.7
-123.26,49.33,POINT ATKINSON,2022-04-07,2022,4,7,14.5,7.5,11,7
-123.26,49.33,POINT ATKINSON,2022-04-08,2022,4,8,12.3,7.8,10,8
-123.26,49.33,POINT ATKINSON,2022-04-09,2022,4,9,8.6,6,7.3,10.7
-123.26,49.33,POINT ATKINSON,2022-04-10,2022,4,10,9.3,3.6,6.5,11.5
-123.26,49.33,POINT ATKINSON,2022-04-11,2022,4,11,12.2,3.1,7.7,10.3
-123.26,49.33,POINT ATKINSON,2022-04-12,2022,4,12,8.5,2.2,5.4,12.6
-123.26,49.33,POINT ATKINSON,2022-04-13,2022,4,13,8.7,3.2,5.9,12.1
-123.26,49.33,POINT ATKINSON,2022-04-14,2022,4,14,10.7,3.1,6.9,11.1
-123.26,49.33,POINT ATKINSON,2022-04-15,2022,4,15,8.4,4.1,6.3,11.7
-123.26,49.33,POINT ATKINSON,2022-04-16,2022,4,16,9.8,3.2,6.5,11.5
-123.26,49.33,POINT ATKINSON,2022-04-17,2022,4,17,12.6,4.7,8.6,9.4
-123.26,49.33,POINT ATKINSON,2022-04-18,2022,4,18,12.3,6,9.1,8.9
-123.26,49.33,POINT ATKINSON,2022-04-19,2022,4,19,10.1,6.5,8.3,9.7
-123.26,49.33,POINT ATKINSON,2022-04-20,2022,4,20,13.5,4.5,9,9
-123.26,49.33,POINT ATKINSON,2022-04-21,2022,4,21,12.2,6.5,9.4,8.6
-123.26,49.33,POINT ATKINSON,2022-04-22,2022,4,22,10.8,6.5,8.7,9.3
-123.26,49.33,POINT ATKINSON,2022-04-23,2022,4,23,13.1,6,9.5,8.5
-123.26,49.33,POINT ATKINSON,2022-04-24,2022,4,24,15.9,7.9,11.9,6.1
-123.26,49.33,POINT ATKINSON,2022-04-25,2022,4,25,12.2,8.7,10.4,7.6
-123.26,49.33,POINT ATKINSON,2022-04-26,2022,4,26,11.6,7,9.3,8.7
-123.26,49.33,POINT ATKINSON,2022-04-27,2022,4,27,11,4.9,7.9,10.1
-123.26,49.33,POINT ATKINSON,2022-04-28,2022,4,28,10.4,5.6,8,10
-123.26,49.33,POINT ATKINSON,2022-04-29,2022,4,29,13.9,6.3,10.1,7.9
-123.26,49.33,POINT ATKINSON,2022-04-30,2022,4,30,13.2,7.9,10.6,7.4
-123.26,49.33,POINT ATKINSON,2022-05-01,2022,5,1,13.8,7.4,10.6,7.4
-123.26,49.33,POINT ATKINSON,2022-05-02,2022,5,2,13,10,11.5,6.5
-123.26,49.33,POINT ATKINSON,2022-05-03,2022,5,3,11.5,8.5,10,8
-123.26,49.33,POINT ATKINSON,2022-05-04,2022,5,4,10.8,7.9,9.4,8.6
-123.26,49.33,POINT ATKINSON,2022-05-05,2022,5,5,10.2,8.3,9.3,8.7
-123.26,49.33,POINT ATKINSON,2022-05-06,2022,5,6,12.1,7.4,9.8,8.2
-123.26,49.33,POINT ATKINSON,2022-05-07,2022,5,7,12.3,6.2,9.2,8.8
-123.26,49.33,POINT ATKINSON,2022-05-08,2022,5,8,10.7,6.6,8.6,9.4
-123.26,49.33,POINT ATKINSON,2022-05-09,2022,5,9,12.9,7.5,10.2,7.8
-123.26,49.33,POINT ATKINSON,2022-05-10,2022,5,10,13.2,7.5,10.4,7.6
-123.26,49.33,POINT ATKINSON,2022-05-11,2022,5,11,12.5,7.7,10.1,7.9
-123.26,49.33,POINT ATKINSON,2022-05-12,2022,5,12,10.2,7.5,8.9,9.1
-123.26,49.33,POINT ATKINSON,2022-05-13,2022,5,13,12.7,6.6,9.6,8.4
-123.26,49.33,POINT ATKINSON,2022-05-14,2022,5,14,13,6.7,9.9,8.1
-123.26,49.33,POINT ATKINSON,2022-05-15,2022,5,15,13.7,10.3,12,6
-123.26,49.33,POINT ATKINSON,2022-05-16,2022,5,16,13.6,9.9,11.7,6.3
-123.26,49.33,POINT ATKINSON,2022-05-17,2022,5,17,13.5,9,11.2,6.8
-123.26,49.33,POINT ATKINSON,2022-05-18,2022,5,18,13,8.8,10.9,7.1
-123.26,49.33,POINT ATKINSON,2022-05-19,2022,5,19,12.4,8.6,10.5,7.5
-123.26,49.33,POINT ATKINSON,2022-05-20,2022,5,20,14.5,7.8,11.1,6.9
-123.26,49.33,POINT ATKINSON,2022-05-21,2022,5,21,16.6,9.2,12.9,5.1
-123.26,49.33,POINT ATKINSON,2022-05-22,2022,5,22,18,10.3,14.2,3.8
-123.26,49.33,POINT ATKINSON,2022-05-23,2022,5,23,16.2,12.8,14.5,3.5
-123.26,49.33,POINT ATKINSON,2022-05-24,2022,5,24,14.9,10.9,12.9,5.1
-123.26,49.33,POINT ATKINSON,2022-05-25,2022,5,25,17.1,11,14,4
-123.26,49.33,POINT ATKINSON,2022-05-26,2022,5,26,15.3,11.5,13.4,4.6
-123.26,49.33,POINT ATKINSON,2022-05-27,2022,5,27,15.2,11.4,13.3,4.7
-123.26,49.33,POINT ATKINSON,2022-05-28,2022,5,28,14.6,10.3,12.4,5.6
-123.26,49.33,POINT ATKINSON,2022-05-29,2022,5,29,15.5,11.3,13.4,4.6
-123.26,49.33,POINT ATKINSON,2022-05-30,2022,5,30,13.8,9.8,11.8,6.2
-123.26,49.33,POINT ATKINSON,2022-05-31,2022,5,31,16.3,11.8,14.1,3.9
-123.26,49.33,POINT ATKINSON,2022-06-01,2022,6,1,18.9,13.1,16,2
-123.26,49.33,POINT ATKINSON,2022-06-02,2022,6,2,20.3,14.6,17.5,0.5
-123.26,49.33,POINT ATKINSON,2022-06-03,2022,6,3,16.8,13.9,15.4,2.6
-123.26,49.33,POINT ATKINSON,2022-06-04,2022,6,4,20.3,13.4,16.8,1.2
-123.26,49.33,POINT ATKINSON,2022-06-05,2022,6,5,18.4,13.2,15.8,2.2
-123.26,49.33,POINT ATKINSON,2022-06-06,2022,6,6,15.7,11.5,13.6,4.4
-123.26,49.33,POINT ATKINSON,2022-06-07,2022,6,7,18.5,10.5,14.5,3.5
-123.26,49.33,POINT ATKINSON,2022-06-08,2022,6,8,18.5,13,15.8,2.2
-123.26,49.33,POINT ATKINSON,2022-06-09,2022,6,9,14.6,12.7,13.6,4.4
-123.26,49.33,POINT ATKINSON,2022-06-10,2022,6,10,17.6,14,15.8,2.2
-123.26,49.33,POINT ATKINSON,2022-06-11,2022,6,11,18.2,13.2,15.7,2.3
-123.26,49.33,POINT ATKINSON,2022-06-12,2022,6,12,16.1,13.4,14.8,3.2
-123.26,49.33,POINT ATKINSON,2022-06-13,2022,6,13,16.5,12.8,14.7,3.3
-123.26,49.33,POINT ATKINSON,2022-06-14,2022,6,14,16.6,11.5,14,4
-123.26,49.33,POINT ATKINSON,2022-06-15,2022,6,15,14.7,12.1,13.4,4.6
-123.26,49.33,POINT ATKINSON,2022-06-16,2022,6,16,16.5,11.3,13.9,4.1
-123.26,49.33,POINT ATKINSON,2022-06-17,2022,6,17,17.1,12,14.5,3.5
-123.26,49.33,POINT ATKINSON,2022-06-18,2022,6,18,16.4,12.4,14.4,3.6
-123.26,49.33,POINT ATKINSON,2022-06-19,2022,6,19,16.3,13,14.7,3.3
-123.26,49.33,POINT ATKINSON,2022-06-20,2022,6,20,18.2,12.8,15.5,2.5
-123.26,49.33,POINT ATKINSON,2022-06-21,2022,6,21,17,13.8,15.4,2.6
-123.26,49.33,POINT ATKINSON,2022-06-22,2022,6,22,17.6,14.1,15.8,2.2
-123.26,49.33,POINT ATKINSON,2022-06-23,2022,6,23,17,11.5,14.2,3.8
-123.26,49.33,POINT ATKINSON,2022-06-24,2022,6,24,20,11.9,16,2
-123.26,49.33,POINT ATKINSON,2022-06-25,2022,6,25,28.3,15,21.7,0
-123.26,49.33,POINT ATKINSON,2022-06-26,2022,6,26,26.8,16.6,21.7,0
-123.26,49.33,POINT ATKINSON,2022-06-27,2022,6,27,26.3,17,21.7,0
-123.26,49.33,POINT ATKINSON,2022-06-28,2022,6,28,23.7,15.6,19.6,0
-123.26,49.33,POINT ATKINSON,2022-06-29,2022,6,29,18.3,14.7,16.5,1.5
-123.26,49.33,POINT ATKINSON,2022-06-30,2022,6,30,19,13.8,16.4,1.6
-123.26,49.33,POINT ATKINSON,2022-07-01,2022,7,1,21.9,14.8,18.3,0
-123.26,49.33,POINT ATKINSON,2022-07-02,2022,7,2,19.7,14.8,17.3,0.7
-123.26,49.33,POINT ATKINSON,2022-07-03,2022,7,3,18,13.4,15.7,2.3
-123.26,49.33,POINT ATKINSON,2022-07-04,2022,7,4,16.6,13,14.8,3.2
-123.26,49.33,POINT ATKINSON,2022-07-05,2022,7,5,21.2,13.8,17.5,0.5
-123.26,49.33,POINT ATKINSON,2022-07-06,2022,7,6,20.9,14.8,17.9,0.1
-123.26,49.33,POINT ATKINSON,2022-07-07,2022,7,7,20.4,15.2,17.8,0.2
-123.26,49.33,POINT ATKINSON,2022-07-08,2022,7,8,20.7,15.8,18.2,0
-123.26,49.33,POINT ATKINSON,2022-07-09,2022,7,9,20.3,15.4,17.8,0.2
-123.26,49.33,POINT ATKINSON,2022-07-10,2022,7,10,20.7,16.4,18.6,0
-123.26,49.33,POINT ATKINSON,2022-07-11,2022,7,11,23.2,15.6,19.4,0
-123.26,49.33,POINT ATKINSON,2022-07-12,2022,7,12,22,17.8,19.9,0
-123.26,49.33,POINT ATKINSON,2022-07-13,2022,7,13,22.1,16.2,19.1,0
-123.26,49.33,POINT ATKINSON,2022-07-14,2022,7,14,21.9,15.4,18.6,0
-123.26,49.33,POINT ATKINSON,2022-07-15,2022,7,15,20.1,16.6,18.3,0
-123.26,49.33,POINT ATKINSON,2022-07-16,2022,7,16,19.9,15.9,17.9,0.1
-123.26,49.33,POINT ATKINSON,2022-07-17,2022,7,17,17.1,15,16.1,1.9
-123.26,49.33,POINT ATKINSON,2022-07-18,2022,7,18,19,14.4,16.7,1.3
-123.26,49.33,POINT ATKINSON,2022-07-19,2022,7,19,22.4,14.5,18.4,0
-123.26,49.33,POINT ATKINSON,2022-07-20,2022,7,20,22.3,16.3,19.3,0
-123.26,49.33,POINT ATKINSON,2022-07-21,2022,7,21,21.6,17.3,19.4,0
-123.26,49.33,POINT ATKINSON,2022-07-22,2022,7,22,20.6,15.9,18.2,0
-123.26,49.33,POINT ATKINSON,2022-07-23,2022,7,23,20.8,15.3,18.1,0
-123.26,49.33,POINT ATKINSON,2022-07-24,2022,7,24,22.6,16.3,19.5,0
-123.26,49.33,POINT ATKINSON,2022-07-25,2022,7,25,26.3,17.9,22.1,0
-123.26,49.33,POINT ATKINSON,2022-07-26,2022,7,26,29.1,19.2,24.1,0
-123.26,49.33,POINT ATKINSON,2022-07-27,2022,7,27,27.3,21.1,24.2,0
-123.26,49.33,POINT ATKINSON,2022-07-28,2022,7,28,25.6,19.6,22.6,0
-123.26,49.33,POINT ATKINSON,2022-07-29,2022,7,29,27,20.3,23.7,0
-123.26,49.33,POINT ATKINSON,2022-07-30,2022,7,30,27.1,20.5,23.8,0
-123.26,49.33,POINT ATKINSON,2022-07-31,2022,7,31,25.8,20.4,23.1,0
-123.26,49.33,POINT ATKINSON,2022-08-01,2022,8,1,24.7,19.1,21.9,0
-123.26,49.33,POINT ATKINSON,2022-08-02,2022,8,2,21.7,17.6,19.6,0
-123.26,49.33,POINT ATKINSON,2022-08-03,2022,8,3,19.8,16.3,18,0
-123.26,49.33,POINT ATKINSON,2022-08-04,2022,8,4,19.7,14.6,17.2,0.8
-123.26,49.33,POINT ATKINSON,2022-08-05,2022,8,5,22.4,14.9,18.6,0
-123.26,49.33,POINT ATKINSON,2022-08-06,2022,8,6,25.4,17.1,21.2,0
-123.26,49.33,POINT ATKINSON,2022-08-07,2022,8,7,24.9,17.8,21.4,0
-123.26,49.33,POINT ATKINSON,2022-08-08,2022,8,8,23.8,18,20.9,0
-123.26,49.33,POINT ATKINSON,2022-08-09,2022,8,9,22.6,18.4,20.5,0
-123.26,49.33,POINT ATKINSON,2022-08-10,2022,8,10,21.1,18.7,19.9,0
-123.26,49.33,POINT ATKINSON,2022-08-11,2022,8,11,22,17.4,19.7,0
-123.26,49.33,POINT ATKINSON,2022-08-12,2022,8,12,23,17,20,0
-123.26,49.33,POINT ATKINSON,2022-08-13,2022,8,13,22.5,16.7,19.6,0
-123.26,49.33,POINT ATKINSON,2022-08-14,2022,8,14,21.9,16.7,19.3,0
-123.26,49.33,POINT ATKINSON,2022-08-15,2022,8,15,23.8,17.4,20.6,0
-123.26,49.33,POINT ATKINSON,2022-08-16,2022,8,16,23.6,18.4,21,0
-123.26,49.33,POINT ATKINSON,2022-08-17,2022,8,17,27.5,18.1,22.8,0
-123.26,49.33,POINT ATKINSON,2022-08-18,2022,8,18,25.3,19.6,22.5,0
-123.26,49.33,POINT ATKINSON,2022-08-19,2022,8,19,24.1,19.7,21.9,0
-123.26,49.33,POINT ATKINSON,2022-08-20,2022,8,20,22.8,18.5,20.7,0
-123.26,49.33,POINT ATKINSON,2022-08-21,2022,8,21,22.5,18.5,20.5,0
-123.26,49.33,POINT ATKINSON,2022-08-22,2022,8,22,23.7,18,20.8,0
-123.26,49.33,POINT ATKINSON,2022-08-23,2022,8,23,23.9,17.7,20.8,0
-123.26,49.33,POINT ATKINSON,2022-08-24,2022,8,24,26.4,19,22.7,0
-123.26,49.33,POINT ATKINSON,2022-08-25,2022,8,25,24,20.3,22.1,0
-123.26,49.33,POINT ATKINSON,2022-08-26,2022,8,26,23.1,16.6,19.9,0
-123.26,49.33,POINT ATKINSON,2022-08-27,2022,8,27,19.8,16.6,18.2,0
-123.26,49.33,POINT ATKINSON,2022-08-28,2022,8,28,21,14.9,17.9,0.1
-123.26,49.33,POINT ATKINSON,2022-08-29,2022,8,29,23.1,17.1,20.1,0
-123.26,49.33,POINT ATKINSON,2022-08-30,2022,8,30,26.1,18.6,22.4,0
-123.26,49.33,POINT ATKINSON,2022-08-31,2022,8,31,25.4,19,22.2,0
-123.26,49.33,POINT ATKINSON,2022-09-01,2022,9,1,23.5,18,20.8,0
-123.26,49.33,POINT ATKINSON,2022-09-02,2022,9,2,22.3,17.7,20,0
-123.26,49.33,POINT ATKINSON,2022-09-03,2022,9,3,22.3,16.3,19.3,0
-123.26,49.33,POINT ATKINSON,2022-09-04,2022,9,4,20.2,16.6,18.4,0
-123.26,49.33,POINT ATKINSON,2022-09-05,2022,9,5,18.9,14.6,16.7,1.3
-123.26,49.33,POINT ATKINSON,2022-09-06,2022,9,6,21.3,14.7,18,0
-123.26,49.33,POINT ATKINSON,2022-09-07,2022,9,7,22.1,15.9,19,0
-123.26,49.33,POINT ATKINSON,2022-09-08,2022,9,8,19.6,13.6,16.6,1.4
-123.26,49.33,POINT ATKINSON,2022-09-09,2022,9,9,21.2,13.9,17.5,0.5
-123.26,49.33,POINT ATKINSON,2022-09-10,2022,9,10,22.2,14.3,18.3,0
-123.26,49.33,POINT ATKINSON,2022-09-11,2022,9,11,23.2,15.7,19.5,0
-123.26,49.33,POINT ATKINSON,2022-09-12,2022,9,12,19.7,16.4,18.1,0
-123.26,49.33,POINT ATKINSON,2022-09-13,2022,9,13,18.8,15,16.9,1.1
-123.26,49.33,POINT ATKINSON,2022-09-14,2022,9,14,18.3,14.9,16.6,1.4
-123.26,49.33,POINT ATKINSON,2022-09-15,2022,9,15,17.8,14.8,16.3,1.7
-123.26,49.33,POINT ATKINSON,2022-09-16,2022,9,16,16.7,12.9,14.8,3.2
-123.26,49.33,POINT ATKINSON,2022-09-17,2022,9,17,16.8,12.2,14.5,3.5
-123.26,49.33,POINT ATKINSON,2022-09-18,2022,9,18,20.8,12.6,16.7,1.3
-123.26,49.33,POINT ATKINSON,2022-09-19,2022,9,19,20.1,11.8,15.9,2.1
-123.26,49.33,POINT ATKINSON,2022-09-20,2022,9,20,21.9,13.3,17.6,0.4
-123.26,49.33,POINT ATKINSON,2022-09-21,2022,9,21,20,12.7,16.4,1.6
-123.26,49.33,POINT ATKINSON,2022-09-22,2022,9,22,18.2,13.4,15.8,2.2
-123.26,49.33,POINT ATKINSON,2022-09-23,2022,9,23,16.1,14.4,15.2,2.8
-123.26,49.33,POINT ATKINSON,2022-09-24,2022,9,24,18,13.9,16,2
-123.26,49.33,POINT ATKINSON,2022-09-25,2022,9,25,20.3,14,17.1,0.9
-123.26,49.33,POINT ATKINSON,2022-09-26,2022,9,26,22,13.8,17.9,0.1
-123.26,49.33,POINT ATKINSON,2022-09-27,2022,9,27,19.4,14.3,16.8,1.2
-123.26,49.33,POINT ATKINSON,2022-09-28,2022,9,28,18.6,14.8,16.7,1.3
-123.26,49.33,POINT ATKINSON,2022-09-29,2022,9,29,18.7,14,16.4,1.6
-123.26,49.33,POINT ATKINSON,2022-09-30,2022,9,30,19.4,13.2,16.3,1.7
-123.26,49.33,POINT ATKINSON,2022-10-01,2022,10,1,20.3,13.4,16.8,1.2
-123.26,49.33,POINT ATKINSON,2022-10-02,2022,10,2,19.6,14,16.8,1.2
-123.26,49.33,POINT ATKINSON,2022-10-03,2022,10,3,20.8,13.6,17.2,0.8
-123.26,49.33,POINT ATKINSON,2022-10-04,2022,10,4,18.9,14.2,16.6,1.4
-123.26,49.33,POINT ATKINSON,2022-10-05,2022,10,5,17.5,14.2,15.8,2.2
-123.26,49.33,POINT ATKINSON,2022-10-06,2022,10,6,19.9,13.2,16.5,1.5
-123.26,49.33,POINT ATKINSON,2022-10-07,2022,10,7,18.2,14.4,16.3,1.7
-123.26,49.33,POINT ATKINSON,2022-10-08,2022,10,8,18.7,13.9,16.3,1.7
-123.26,49.33,POINT ATKINSON,2022-10-09,2022,10,9,18.1,13.2,15.6,2.4
-123.26,49.33,POINT ATKINSON,2022-10-10,2022,10,10,18,12.6,15.3,2.7
-123.26,49.33,POINT ATKINSON,2022-10-11,2022,10,11,15,10.9,13,5
-123.26,49.33,POINT ATKINSON,2022-10-12,2022,10,12,17.2,10.9,14.1,3.9
-123.26,49.33,POINT ATKINSON,2022-10-13,2022,10,13,16.5,11.7,14.1,3.9
-123.26,49.33,POINT ATKINSON,2022-10-14,2022,10,14,17.7,11.5,14.6,3.4
-123.26,49.33,POINT ATKINSON,2022-10-15,2022,10,15,17.8,11.8,14.8,3.2
-123.26,49.33,POINT ATKINSON,2022-10-16,2022,10,16,18.6,12.3,15.5,2.5
-123.26,49.33,POINT ATKINSON,2022-10-17,2022,10,17,17.6,12.7,15.1,2.9
